deg,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
snr_0.wav,0.7293549,1.3456323,2.9899242,1.4340827,1.5513446,NISQAv2
snr_5.wav,1.1217864,1.3152527,4.240198,2.9085877,2.477383,NISQAv2
snr_10.wav,2.0271347,1.2496555,4.376255,3.4070318,3.0992796,NISQAv2
snr_-5.wav,0.6041207,1.3783765,2.705365,1.1930144,1.4047806,NISQAv2
