,filename,len_in_sec,sr,num_hops,OVRL_raw,SIG_raw,BAK_raw,OVRL,SIG,BAK,P808_MOS
0,/home/boo_chmo/dsp/dsp_2/output_sounds/snr_0.wav,10.0,16000,1,0.99807227,1.0471545,1.0455563,1.0919375018079593,1.191572669139322,1.1424780069351368,2.3233156
1,/home/boo_chmo/dsp/dsp_2/output_sounds/snr_10.wav,10.0,16000,1,2.0721102,3.7916656,1.7431546,2.0668711917227856,3.4270053028522827,2.008873302711933,2.7627323
2,/home/boo_chmo/dsp/dsp_2/output_sounds/snr_-5.wav,10.0,16000,1,0.9746107,1.0306895,1.0461092,1.0688985263263464,1.1743443269813485,1.1432154263845475,2.198392
3,/home/boo_chmo/dsp/dsp_2/output_sounds/snr_5.wav,10.0,16000,1,1.3859755,2.274006,1.2698443,1.4620566185452581,2.347208305121201,1.43501434658041,2.4289048
